participant_id,track_id,full_response_text
84,b,"oh hey cool beat\I just have most of this artist's discography on my phone\it's pretty rad, lots of energy, neat beats and i feel a sort of comforting and friendly feeling at the sound of this artist's voice.\I don't really know this song, so it's only the friendly familiar voice of the singer, and her style, that I feel connected to."
85,a,"I need to add this to another playlist Part of a music bundle The motif is one I like No, I just like listening to it"
85,b,"I don't recognise is Part of a CD It's alright, but not exactly my music taste. Nope. Didn't know it was on the playlist."
86,a,"Classy and cool. It's intelligent rather than emotional, but it's so smart it's impossible not to like. I had the greatest hits album and transferred it to MP3 some years ago The band are good players and it's a proper, grown-up song No, It's the sort of music my brothers like. They are both more interested in technical music than I am (I'm normally a more, straight-up rock fan). I know they would both like it and if they like it, I tend to, at least respect it."
86,b,"Lovely memories of my son listening to music in his bedroom. It was from a CD my son had. He introduced me into the Chili Peppers. Happy memories of when my children were at home and starting to find themselves. Not particularly this track but, with this band, definitely. I took my son to see them play a couple of times."
87,a,I want to skip it I used to like Muse's earlier albums Makes me slightly embarrassed at how bad Muse became. No - barely ever listen to it.
87,b,"It's relaxing Enjoyed the first xx album, enjoy electronica style music - so wanted to try Jame xx's album.  It's peaceful & relaxing Only as a listener, nothing deeper."
88,a,"It's very chill and relaxing, whilst still being interesting and inspiring. It's a track by an artist I like. It's unique and creative, both lyrically and musically. Yes; at the point of adding this track to my device, the artist hadn't yet released an album and I wanted to listen to their music a lot and this was one of the tracks I downloaded."
88,b,"It's a track that starts very calm but becomes very dramatic; I like it a lot. It's a track from one of my favourite albums, Ariel. I love the feeling of life the music has, it's beautiful, enticing, rich and intricate; it makes me feel like I'm in the middle of a story and full of possibilities. Yes.
This track is on the album that I listen to with my family when we take the Christmas decorations down and pack them away, all together. It's a tradition we have every year, ever since the album was released. It reminds me of these happy times."
89,a,"Solitude, melancholy, patience, night./I own all of Mogwai's music, so I suppose it's because I love Mogwai./I like post-rock generally, and Mogwai more than most similar bands. The track has a very subtle, almost ambient synth intro, takes its time to create an atmosphere, before indulging in the fairly typical post-rock crescendo. It's not very long for its kind, which I think makes it harder to create that feeling, too. /Not a specific one with this song, no, more with the band. I lived in Glasgow so Mogwai were the ""local"" post-rock gods in a way."
89,b,"Laughter? Dancing? Actually, it's probably an endearing ""Awww, it's Paul Simon.""\I've got two versions of this. One on ""Graceland"" and one on the soundtrack to a movie I've never seen called ""Like Crazy."" This is the O.S.T. version. Someone recommended the soundtrack to me.\Paul Simon cheers me up. It's also dancy, in a good way.\Probably just late night drunk dancing in someone's flat."
90,a,"slight calm as the music settles me As I like Paramore's other music so decided to download some of their albums Enjoy the style of music, good singer and nice beat No, its just one of the songs on my phone that I listen to sometimes"
90,b,"It's been a while since I've listened to this song Again, liked some of Adele's songs so added her album to my device As I have not listened to this in a while, would rather listen to other things. Although I will leave the song on if it is played Not really, Just and older song I used to listen to more"
