participant_id,track_id,full_response_text,code_level3,coded_text_excerpt
9,a,Grime/stank face It's an absolute banger Sickest baseline Yes - reguarly listen to it since it's been released/ large mutual enjoyment with friends,Friends,Yes - reguarly listen to it since it's been released/ large mutual enjoyment with friends
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Positive,Don't know this too well but love the artist/ New songs by an artist i already love/ its a good song
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Unfamiliar,Don't know this too well but love the artist/ no; its very new however i feel comfort from that artists voice
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Performer,no; its very new however i feel comfort from that artists voice
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Vocals,no; its very new however i feel comfort from that artists voice
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Artist ,Don't know this too well but love the artist/ New songs by an artist i already love/ no; its very new however i feel comfort from that artists voice
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Change Mood,..in their feeling of comfort. no; its very new however i feel comfort from that artists voice
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,Calm,no; its very new however i feel comfort from that artists voice
10,a,Don't know this too well but love the artist New songs by an artist i already love its a good song no; its very new however i feel comfort from that artists voice,No relationship,no; its very new however i feel comfort from that artists voice
10,b,"comfort. the film boyhood after hearing it on a films soundtrack i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings yes; it makes me feel confident, independent and also grounded. As someone with anxiety it helps me know i can let go sometimes and not always try and help myself.",Positive, i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings
10,b,"comfort. the film boyhood after hearing it on a films soundtrack i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings yes; it makes me feel confident, independent and also grounded. As someone with anxiety it helps me know i can let go sometimes and not always try and help myself.",Lyrics, i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings
10,b,"comfort. the film boyhood after hearing it on a films soundtrack i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings yes; it makes me feel confident, independent and also grounded. As someone with anxiety it helps me know i can let go sometimes and not always try and help myself.",Musical Meaning,"its lyrics are comforting in any mood; it reminds me of the film and of personal feelings /yes; it makes me feel confident, independent and also grounded. /  As someone with anxiety it helps me know i can let go sometimes and not always try and help myself."
10,b,"comfort. the film boyhood after hearing it on a films soundtrack i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings yes; it makes me feel confident, independent and also grounded. As someone with anxiety it helps me know i can let go sometimes and not always try and help myself.",Film, the film boyhood after hearing it on a films soundtrack/  i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings
10,b,"comfort. the film boyhood after hearing it on a films soundtrack i found it and loved it its lyrics are comforting in any mood; it reminds me of the film and of personal feelings yes; it makes me feel confident, independent and also grounded. As someone with anxiety it helps me know i can let go sometimes and not always try and help myself.",Stress/Frustration/Tension, As someone with anxiety it helps me know i can let go sometimes and not always try and help myself.
