unique_id,speaker,sentence,1_opinion,2_mp,3_mp_context,4_stance_nli,5_stance_nli_context
20000202_301_12,MR. KOHN.,"""If you do that in circumstances when you are uncertain about the supply side of the economy and you're experiencing favorable supply shocks, the outcomes are not bad.""",yes,yes,utterance,entailment,-5 sentences
20000321_111_14,MR. PRELL.,"""We have long-term rates going up more than before in the corporate market, in part because my sense was that we really had too much yield curve flattening before and more tightening will be needed in the long end.""",yes,yes,sentence,entailment,sentence
20000321_162_18,MR. MEYER.,"""Slowing the economy to trend may, therefore, be just the first step.""",yes,yes,utterance,entailment,utterance
20000516_35_2,MR. FISHER.,"""My point has been that if we let our share of the primary market expand, we would be collapsing the market for the on-the-run issues in nominal terms.""",yes,no,,,
20001219_113_5,MR. HOENIG.,"""And certainly we can wait until then.""",yes,yes,utterance,contradiction,utterance
20001219_149_1,VICE CHAIRMAN MCDONOUGH.,"""He is very consistent.""",no,,,,
20010131_23_3,MR. GOODFRIEND.,"""If one regards the revenue for money creation, which is sometimes called seigniorage, as a tax flow just like any other tax that the government receives on a yearly basis--""",no,,,,
20020130_222_1,MR. MCTEER.,"""Maybe we ought to enjoy it instead of worrying too much about it!""",yes,yes,,,
20020319_62_12,VICE CHAIRMAN MCDONOUGH.,"""It isn't at all clear to me what would give us the authority to decide--to make the highly political judgment--that pure Treasuries are okay but GNMAs or something else are not.""",yes,no,,,
20021106_52_4,MR. STOCKTON.,"""We're expecting ongoing declines in investment in that sector and growth in capacity that for a second year will be the weakest on record since we have been constructing capacity measures.""",no,,,,
20021106_206_1,MS. MINEHAN.,"""I'm in favor of what Governor Ferguson, Governor Kohn, and President Moskow said.""",yes,no,,,
20021210_49_8,MR. STOCKTON.,"""But essentially the model doesn't want to push the economy into deflation without combining a number of these different kinds of shocks.""",no,,,,
20030812_156_8,MR. GRAMLICH.,"""[Laughter] So I have that adverse mental association with the whole concept.""",yes,no,,,
20030916_119_10,MR. STOCKTON.,"""We thought we had solved this problem, but we've been making consistent errors in underforecasting the strength of productivity.""",no,,,,
20040128_114_3,VICE CHAIRMAN GEITHNER.,"""So I was just going to ask this complicating question of you, Governor Ferguson: What does greater flexibility in assessing the risks mean in terms of which direction you want to see flexibility?""",no,,,,
20040128_185_7,MR. GRAMLICH.,"""I don't put down a coherent forecast when I prepare for our meetings.""",no,,,,
20040316_142_3,MR. SANTOMERO.,"""First, I can support your recommendation, although I had a marginal preference for the wording ""about equals.""""",yes,yes,utterance,,
20040504_178_6,MR. KOHN.,"""Inflation is lower, and I think the output gap is disappearing but is disappearing slowly.""",yes,yes,utterance,contradiction,utterance
20041110_161_6,MS. BIES.,"""If the word ""measured"" continues to be part of our statement, I think, as others have said, it will end up tying our hands.""",yes,yes,utterance,,
20060629_10_3,MR. KOS.,"""There might be something to be said for that.""",yes,no,,,
20070509_9_2,CHAIRMAN BERNANKE.,"""We need a vote to ratify domestic open operations.""",no,,,,
20070628_153_4,MR. KOHN.,"""We have moderate growth; low core inflation, which is not rising and could possibly be falling, suggesting an underlying balance of demand and potential supply that is in pretty good shape.""",no,,,,
20070807_151_26,CHAIRMAN BERNANKE.,"""I see some nodding.""",no,,,,
20070918_217_2,MR. LACKER.,"""So they would have to act to make the rate they set determined by this process.""",no,,,,
20080318_21_2,MR. DUDLEY.,"""It will be interesting now with the reintroduction of the swap.""",yes,no,,,
20080916_110_1,CHAIRMAN BERNANKE.,"""Just on the issue of trading soft, though, the October-December has also come down, and there is certainly some shift in the actual policy expectation.""",no,,,,
20081216_279_2,CHAIRMAN BERNANKE.,"""We were probably going to do that as a trend, maybe not day to day, but it has some of the flavor of increasing the base.""",yes,no,,,
19770719_37_3,CHAIRMAN BURNS.,"""That's the best contribution they can make now.""",yes,no,,,
19770816_376_3,CHAIRMAN BURNS.,"""I think that's what Mr. Morris meant to say--""",yes,yes,utterance,ambiguous,
19770816_490_16,MR. COYNE.,"""So it seemed to be just a perfectly legitimate inquiry which was satisfied.""",yes,no,,,
19771018_497_17,MR. MORRIS.,"""Now this may conceivably be the exception, that this bulge is one that we won't regret, that this bulge may, as Steve suggests, be over.""",yes,yes,utterance,entailment,utterance
19771115_162_1,MR. PARTEE.,"""It's not usually a case where you're moving in one direction and then another; why, that really is more sensitive, in a way, than the meeting itself.""",yes,no,,,
19780117_345_1,MR. PARTEE.,"""You might expect that we would get M1 growth of as much as 10 percent in the quarter.""",yes,yes,sentence,contradiction,utterance
19780228_271_4,MR. PARTEE.,"""And there the problem is to convince them rather than just to assert it.""",yes,,,,
19780321_232_1,MR. EASTBURN.,"""This gives me some concern because we haven't come out of it.""",yes,yes,,,-5 sentences
19780321_275_1,MR. WALLICH.,"""If you contemplate what Humphrey-Hawkins implies, if anybody abroad thought this would be taken seriously, we would be disavowing all our anti-inflation effort.""",yes,,,,
19780620_47_6,MR. WILLES.,"""I=m not predicting that""",no,,,,
19780718_59_11,MR. KICHLINE.,"""So activity is slowing down and we would like to have, aside from the governmental programs, a slowdown in the rates of increase of inflation.""",yes,yes,sentence,,
19780718_243_1,MR. PARTEE.,"""You are giving him a very difficult assignment.""",yes,,,,
19780919_121_5,MR. EASTBURN.,"""As Henry indicated, a very basic factor is the inflation rates that we're having.""",no,,,,
19781121_150_2,MR. BLACK.,"""Along with this, of course, there will be more unemployment.""",yes,,,,
19781219_90_7,MR. KICHLINE.,"""I was under the impression that most of those who have higher deficit numbers are operating with different economic assumptions.""",no,,,,
19790206_430_1,CHAIRMAN MILLER.,"""Well, Steve is frank to say that he is expecting these aggregates to pop back up and adjust this process.""",yes,yes,,,
19790320_81_1,CHAIRMAN MILLER.,"""That's the one place where it's quite weak.""",yes,no,,,
19790320_107_1,MR. BALLES.,"""I hope Chuck has a king size bed because I would like to crawl into it too!""",yes,yes,utterance,contradiction,utterance
19790711_219_1,MR. PARDEE.,"""It sounds sound to me.""",yes,yes,-5 sentences,,
19790711_236_1,CHAIRMAN MILLER.,"""That's what bothers me.""",yes,yes,-200+ tokens,,
19791006_420_6,CHAIRMAN VOLCKER.,"""and I just want to vote.""",yes,no,,,
19791120_482_1,CHAIRMAN VOLCKER.,"""Only for Governor Wallich; I think that's all.""",no,,,,
19800109_15_8,MR. PARTEE.,"""That's what bothers me.""",yes,yes,utterance,,
19800109_445_1,MR. KICHLINE.,"""We don't have any additional information; in fact, I'm not sure that the Commerce Department has anything in the way of hard evidence right now.""",no,,,,
19800709_11_3,VICE CHAIRMAN SOLOMON.,"""Basically, cooperation with them on intervention had been very good, But they have this dilemma, and they are very, very aware of it.""",no,,,,
19800709_678_2,CHAIRMAN VOLCKER.,"""I think enough hands were raised that we can vote.""",no,,,,
19801021_82_5,CHAIRMAN VOLCKER.,"""I say that because the Treasury is so far in debt that there is quite a bit of absorptive capacity in the United States government for the next month or two anyway.""",yes,no,,,
19801219_470_20,CHAIRMAN VOLCKER.,"""I would like a phrase in there indicating ""over a period of time"" or something like that so it doesn't sound as if these ranges are applied rigidly on a day-to-day basis.""",yes,no,,,
19810203_204_12,MR. GRAMLEY.,"""And, although we can't measure it, it does have some adverse effects on investment proceedings.""",no,,,,
19810203_354_11,CHAIRMAN VOLCKER.,"""Under the old operating technique we could have maintained a penalty rate and we never did during these periods; and the discrepancy got extremely wide every time we had a tight money period.""",no,,,,
19810203_1513_3,MR. AXILROD.,"""But we have to look elsewhere.""",yes,yes,-5 sentences,neutral,-5 sentences
19810331_293_3,MR. AXILROD.,"""For sure we would do it around midyear.""",no,,,,
19810707_376_3,CHAIRMAN VOLCKER.,"""All I want is an instinct at this point.""",yes,yes,utterance,,
19811006_368_12,CHAIRMAN VOLCKER.,"""I don't know whether that's possible or not.""",no,,,,
19820202_662_1,MR. WALLICH.,"""But we have never said anything other than that we would fight disorder.""",no,,,,
19821005_183_12,CHAIRMAN VOLCKER.,"""And we get into this ridiculous situation where a country that is putting in $12-1/2 million has the same voice as the United States does.""",yes,no,,,
19821116_63_4,CHAIRMAN VOLCKER.,"""We can't be too cumbersome at this point, but any Reserve Bank that wants to contribute should be in touch with Mr. Axilrod.""",yes,no,,,
19821221_167_12,MR. GUFFEY.,"""It looks to be very stable on a quarterly basis, but if you look at it on a monthly basis, just taking this year as an example, it has ranged from about 4.4 percent growth in February and what would be 4.5 percent in December, if we hit that [estimate], up to about 14 percent.""",no,,,,
19821221_237_8,CHAIRMAN VOLCKER.,"""It's very important that we maintain that, but can we use such a simple rule as we have been using when the relationships between the rule and the economy, which never were all that great, have broken down at the moment?""",yes,yes,utterance,ambiguous,
19821221_463_6,CHAIRMAN VOLCKER.,"""And the BIS wanted them to put in 50/50, particularly considering all this other stuff.""",no,,,,
19830209_174_4,MR. PRELL.,"""So, we have a rather restrained outlook for capital spending.""",yes,yes,utterance,,
19830524_106_7,MR. CORRIGAN.,"""That's not going to last forever.""",yes,no,,,
19830524_582_1,MS. TEETERS.,"""A more honest way of saying it is when the economy shows some--""",yes,no,,,
19830524_644_1,MR. ROBERTS.,"""You have to put it in because that's the only reason we're talking about snugging.""",yes,yes,,,
19830713_932_3,CHAIRMAN VOLCKER.,"""That's what bothers me.""",yes,no,,,
19831004_50_6,MR. BLACK.,"""Even that looks a little better in that we have more signs of a pickup abroad now than we had maybe a month or so ago.""",yes,no,,,
19831004_330_1,CHAIRMAN VOLCKER.,"""I don't have any trouble with the language.""",yes,no,,,
19831115_384_4,VICE CHAIRMAN SOLOMON.,"""They would all expect the price of gold to go up instead of going down.""",no,,,,
19831220_216_3,MR. KICHLINE.,"""So, it has done very well as a share or absolutely.""",yes,no,,,
19840131_304_3,CHAIRMAN VOLCKER.,"""There was not any great consensus for either one of those, but if you added together all the people who thought there should be a little reduction in one or the other, there was some sentiment""",no,,,,
19840327_541_2,MR. AXILROD.,"""We have a drop of around 7 percent, but I think a lot of that is the distortions of the excess and required reserves in March.""",yes,yes,,,
19840522_93_1,MR. BOEHNE.,"""Well, I'll lead off.""",no,,,,
19840717_138_18,MR. MARTIN.,"""As for capacity utilization, it's difficult to factor in all that retrofitting of plant into the bare number of the domestic capacity utilization and, unfortunately, no one has figured a really good way to figure the capacity utilization of all those thousands of firms around the Pacific Basin and in Europe and the developing countries that are selling to us.""",yes,,,,
19840717_495_5,CHAIRMAN VOLCKER.,"""The two most marked examples, I think, are the Canadians and the British.""",yes,,,,
19841218_294_13,MR. PARTEE.,"""I mean if lowering rates isn't producing some kind of a calamitous result internally.""",yes,yes,sentence,contradiction,
19841218_509_2,VICE CHAIRMAN SOLOMON.,"""We could probably leave it simply ""reduce somewhat"" and not worry about the fact that since Thursday and today there has been--""",yes,no,,,
19850213_165_11,MR. BOYKIN.,"""Now that that is a very real situation, they are saying: ""Well, when it gets to $20 we're going to have some real problems.""""",no,,,,
19850710_99_4,MR. KEEHN.,"""But there are other parts of the economy--autos, for example--that are doing well and as I talk to people about next year they continue to think they are going to have a good year next year.""",no,,,,
19851217_79_7,MR. LINDSEY.,"""The leading relationships in the '80s, which I am not at all sure are as systematic as the monetarists would have us believe, show up best for M1 and less so for M2.""",yes,yes,sentence,neutral,
19851217_468_2,MR. PARTEE.,"""After all, this is the most serious effort that has been made in a great many years to move consistently toward a balanced budget.""",yes,no,,,
19860212_362_1,MR. AXILROD.,"""That's what I was [thinking]--rounding in my head a bit.""",yes,yes,-5 sentences,,
19860520_365_5,CHAIRMAN VOLCKER.,"""A more active mode in which to put it is to take one example, one Wayne took: If we see a positive desirability of doing it if we can get something out of the [other countries], that is one possibility.""",yes,no,,,
19860709_256_3,MR. BOYKIN.,"""Not only has our situation gotten a little worse, we expect it to deteriorate even further and possibly at a bit faster pace.""",yes,,,,
19860923_377_1,CHAIRMAN VOLCKER.,"""I detect no realistic difference between ""about 8"" and ""7 to 9.""""",yes,no,,,
19861216_75_9,MR. KICHLINE.,"""It is our sense that the level of that spending is now quite high.""",yes,no,,,
19861216_387_1,CHAIRMAN VOLCKER.,"""Well, you can argue the opposite on the basis of your knowledge.""",no,,,,
19870707_461_6,CHAIRMAN VOLCKER.,"""I can survive that.""",yes,no,,,
19870818_200_3,CHAIRMAN GREENSPAN.,"""I don't know if this is a typical result of this type of activity.""",no,,,,
19871103_162_7,MR. KELLEY.,"""I would like to comment briefly on Jerry Corrigan's concern about the high level of debt, which has been one of my favorite themes also.""",yes,no,,,
19871103_259_4,VICE CHAIRMAN CORRIGAN.,"""And I would remove the next sentence after the semicolon completely.""",yes,no,,,
19871216_122_3,MR. GUFFEY.,"""And I'd do it under the umbrella, or the smokescreen, of the year-end uncertainty.""",yes,yes,,,
19880210_263_2,CHAIRMAN GREENSPAN.,"""I'm sort of working this in reverse, but let me ask for a motion to ratify Peter Sternlight's transactions""",no,,,,
19880210_534_1,CHAIRMAN GREENSPAN.,"""Oh no, that strikes me as--""",yes,,,,
19880816_83_5,MR. TRUMAN.,"""So that's not going to change anything.""",yes,no,,,
19880816_360_1,MS. SEGER.,"""Well, I guess I'm a ""B"", $600 million today.""",yes,yes,sentence,contradiction,utterance
19890328_249_1,MR. TRUMAN.,"""Well, it clearly works in that direction, though it all depends a bit on what one thinks the current meeting will produce for the balance of 1989.""",yes,,,,
19890822_110_3,MR. SYRON.,"""My question has to do with the Nynex strike.""",no,,,,
19891219_237_1,CHAIRMAN GREENSPAN.,"""Well, for example, it makes a big difference when what we're dealing with is a $20 oil shock or a $3 oil shock, or a--""",yes,no,,,
19891219_638_14,MR. PARRY.,"""With regard to Boeing, the Boeing settlement is quite complex and we've been trying to price it out.""",no,,,,
19891219_710_2,VICE CHAIRMAN CORRIGAN.,"""Well, I myself would come out in my own camp three.""",yes,yes,utterance,contradiction,utterance
19900207_217_3,MR. ANGELL.,"""And if my suggestion gets a second, we can [be done] with it.""",no,,,,
19900515_192_1,MR. HOSKINS.,"""That sounds like alternative ""C"" to me, Wayne.""",yes,yes,-5 sentences,neutral,-5 sentences
19901113_127_1,MR. PARRY.,"""Mr. Chairman, since you characterized the sentence as an anachronism, why don't we choose the environmentally sensitive solution and eliminate it?""",yes,no,,,
19901113_165_2,MR. BOEHNE.,"""It's also full of irony because if you look at the operational paragraph, it's the only reference to the federal funds rate yet we essentially peg the federal funds rate and we are [talking about] eliminating that reference.""",yes,,,,
19901113_198_9,MR. PRELL.,"""We are not able to point to very clear-cut real impacts at this juncture that we can say are obviously attributable to the credit situation.""",no,,,,
19901218_136_1,MR. KOHN.,"""We tried to stick with about a normal difference.""",no,,,,
19901218_174_1,MR. BLACK.,"""If we did this, you don't think it would provide an undue degree of surprise, do you?""",no,,,,
19910703_275_3,MR. MELZER.,"""The credibility point is the major argument in favor of it.""",yes,yes,utterance,entailment,utterance
19920701_25_2,MS. LOVETT.,"""There isn't anyone out there who expects that the Committee is going to be firming policy, so there's more tolerance for a funds rate that deviates to the high side of the expected level than there would be for a funds rate that deviates to the low side.""",yes,yes,sentence,,sentence
19920701_285_4,CHAIRMAN GREENSPAN.,"""To say it is meaningless is a statement of knowledge.""",yes,,,,
19921006_87_3,MR. PRELL.,"""A retiree living on the proceeds of short-term deposits would not see an improvement coming from lower short-term rates.""",yes,yes,,,
19921006_139_1,MR. MULLINS.,"""Or at least we wouldn't get the 75 basis points decline; rates would stay constant.""",yes,yes,sentence,,
19921117_307_6,MR. SYRON.,"""Pretty clearly, we all agree to that.""",no,,,,
19930203_478_14,MR. MULLINS.,"""[We can see] if there is anything else we might find useful--as opposed to the way we looked at it, which was to start with the assumption that openness is a threat to the quality of monetary policymaking, as it clearly is in a number of these areas.""",yes,,,,
19930323_29_2,MR. BROADDUS.,"""Of course, we can answer them when we get them, but if we write the answer out to begin with, it might be clearer.""",yes,no,,,
19930707_258_2,MR. JORDAN.,"""Our objective is to go to price stability, but we're predicting that the rate of inflation is going to be sticking in the 3 to 3 plus percent area.""",yes,,,,
19930707_590_6,MR. KOHN.,"""By constraining [the ability of] the Committee to take actions to go to an asymmetric directive or off asymmetry to symmetry, it would in some sense remove by very small amounts some of the flexibility of the Committee.""",yes,no,,,
19930921_97_15,MR. BOEHNE.,"""And that's a new kind of attitude.""",yes,no,,,
19931221_31_2,CHAIRMAN GREENSPAN.,"""If not, before we go on to the substance of our meeting, the conventional [agenda], Sandra Pianalto is here for the first time and we'd like to welcome her.""",no,,,,
19931221_140_1,MR. LINDSEY.,"""The only case I can think of was '66 where the Fed [implemented] just one small increase.""",no,,,,
19931221_266_1,MR. KEEHN.,"""Well, I'm really raising the issue: Is the October 15th tape and transcript one that if somebody comes in and asks for it under the Freedom of Information Act we're going to have to deliver.""",yes,no,,,
19931221_315_3,MR. STERN.,"""I'm wondering if it's possible to go even further.""",no,,,,
19940816_69_20,MR. HOENIG.,"""On the national front, we like others, see GDP growth going forward above its potential if we leave policy unchanged and we also see the inflation rate pushing up well above 3 percent next year.""",yes,yes,sentence,ambiguous,
19941115_27_2,MR. JORDAN.,"""That differs from a feeling that a policy action by this Committee to increase the funds rate will at least temporarily depress bond prices.""",no,,,,
19941115_149_8,MR. LINDSEY.,"""[Laughter] I don't think they were talking about the Australians and New Zealanders, but here we are.""",no,,,,
19950328_14_8,CHAIRMAN GREENSPAN.,"""I gather that a number of the members have raised this issue.""",no,,,,
19950706_307_10,MR. BLINDER.,"""Those are two very coherent thoughts that I can relate to on these ranges.""",yes,yes,utterance,ambiguous,
19950926_114_4,MR. FISHER.,"""Even the expectation of it can create the disturbance.""",yes,no,,,
19950926_248_1,MR. MOSKOW.,"""Mr. Chairman, we currently seem to have the luxury of a great deal of flexibility because the goals established for the Committee are ambiguous and in some cases contradictory.""",yes,no,,,
19950926_259_3,MS. PHILLIPS.,"""One of the major positives of the bill is the clear focus on price stability and the purchasing power of our currency.""",yes,yes,,,
19951115_148_4,MR. PRELL.,"""But over limited periods of time, this relationship clearly has varied tremendously, and there isn't a very compelling short-run macro story that pushes you toward equilibrating these things or having the nominal GDP growth rate higher than the nominal interest rate.""",yes,yes,utterance,contradiction,utterance
19960703_435_4,MR. LINDSEY.,"""If we saw a rise in inventory accumulation, to use your example, that suggested a sustained, above-trend rate of economic growth, we would move right away.""",yes,yes,utterance,entailment,-5 sentences
19960820_63_1,MR. PRELL.,"""I would just note that in this auto industry situation there also are peculiarities that people will be focusing on in terms of whether the union is able effectively to set a pattern after they have negotiated an agreement with one of the auto makers.""",no,,,,
19960820_175_2,MR. MEYER.,"""This position reflects my willingness to support trend growth at full employment with stable modest inflation in the near term, patiently awaiting opportunity down the road for renewed progress toward price stability.""",yes,yes,sentence,contradiction,utterance
19960924_35_13,MR. MCTEER.,"""We continue to hear increased anecdotes about tight labor markets and rising pressure on wages, and we hear more rumblings that the higher labor costs will have to be passed on in higher prices at some point in the future.""",no,,,,
19961113_87_12,MR. STERN.,"""What I mean is that retailers are prone to complain and in fact do complain almost no matter how good things are.""",no,,,,
19970520_120_4,MR. GUYNN.,"""In view of the hour, I will not repeat all the arguments.""",no,,,,
19970930_46_3,MR. PRELL.,"""We thought that somehow the world now was right and that we had a grasp of its functioning.""",yes,no,,,
19980929_114_3,MR. PARRY.,"""That seems a little surprising given what happens to the equity market and particularly with the coefficient that you have in terms of net worth.""",yes,no,,,
19980929_193_11,MR. POOLE.,"""It is not just an accident.""",yes,yes,utterance,contradiction,utterance
19990203_179_10,MR. KELLEY.,"""At the pace the economy has been growing, we are very likely getting close to those limits.""",yes,yes,utterance,entailment,utterance
19990630_103_19,MR. POOLE.,"""We have the same situation in agriculture and so forth that has existed for some time and has already been commented on by others, so I have nothing to add.""",no,,,,
19990630_197_2,MR. KOHN.,"""I'm not sure of the subsequent moves because they weren't at every meeting.""",no,,,,
19990630_228_16,MR. BOEHNE.,"""We ought to see how reality plays out and go from there.""",yes,yes,utterance,entailment,utterance
20000628_151_1,MR. GRAMLICH.,"""I have enjoyed the discussion, too.""",yes,no,,,
20010131_155_6,MR. FERGUSON.,"""I assume it can be made manageable.""",yes,no,,,
20010320_109_11,MR. KELLEY.,"""Our policy choice must be made in the face of this very fundamental uncertainty.""",yes,yes,sentence,neutral,
20010627_76_5,MR. MEYER.,"""Is that fair to say?""",no,,,,
20020130_331_4,MR. BROADDUS.,"""But to come back to something that you said, Roger, this raises a question about the timing of the release of the minutes for the meeting.""",no,,,,
20020626_24_6,MR. ROLNICK.,"""They don't show that that gives a stable relationship either.""",no,,,,
20020924_132_3,MR. BERNANKE.,"""The reluctance of firms to hire or invest is particularly discouraging given continued strong spending by consumers and the remarkable growth of productivity.""",yes,no,,,
20030625_34_4,MR. STERN.,"""If I ask myself why I might be concerned about deflation, exhibit 1 is one answer--the Depression.""",yes,yes,sentence,contradiction,utterance
20030625_287_3,CHAIRMAN GREENSPAN.,"""But for the purposes of this statement, we're saying that all of the signs plus the additional stimulus would suggest a significant acceleration in economic activity.""",yes,no,,,
20031209_81_7,MR. STOCKTON.,"""Brian also mentioned hedging demands, but we think that was probably a relatively short-lived effect.""",yes,no,,,
20040630_125_10,MR. GAGNON.,"""To our mind, that may explain why the pass-through seems to be higher lately.""",yes,no,,,
20040630_261_11,MR. OLINER.,"""But even after you account for the fundamentals, there's a part of the increase that is hard to explain.""",yes,no,,,
20040810_71_18,MR. MOSKOW.,"""Of course, there are reasons to think that uncertainty might have risen; we've just talked about the oil prices, terrorist threats, and so on.""",yes,no,,,
20040921_95_19,CHAIRMAN GREENSPAN.,"""I don't recall that the G-5 said anything of great significance.""",yes,no,,,
20050202_149_4,MR. STERN.,"""In talking to employers, the general impression I get is that they are finding labor availability to be ample, although occasionally they've expressed some concern about the shortage of particular skills.""",yes,,,,
20050630_366_11,MR. HOENIG.,"""And the demand is incredible.""",yes,yes,utterance,entailment,utterance
20060328_45_2,MS. JOHNSON.,"""So it is certainly true that the capital flows might be exogenous.""",yes,no,,,
20060920_65_1,MR. FISHER.,"""Well, again, it's just something I'm interested in.""",yes,no,,,
20070918_66_4,MR. PLOSSER.,"""At the same time, I say to myself, ""Well, you know, now it is about at the level that the Board has been forecasting all along.""""",no,,,,
20080318_69_7,MR. PLOSSER.,"""Uncertainty about valuations seems to be the root cause of liquidity problems.""",yes,no,,,
20080430_281_6,MR. PLOSSER.,"""I just wondered if there are differences in their approaches as to how often they interact in the marketplace.""",no,,,,
20080430_297_14,MR. BULLARD.,"""The corridor would be narrow.""",yes,no,,,
20080625_147_18,MR. BULLARD.,"""Surely by now few market participants would be surprised to encounter the failure of certain institutions.""",yes,no,,,
20080805_5_2,MR. DUDLEY.,"""That is a big question.""",yes,no,,,
